pop	pop_type	num_TP	out	TP	SE	SF	SP	NE	NF	NP	IE	IF	IP	S1	S2	S3	S4	S5	S6	S7	S8	N1	N2	N3	N4	N5	N6	N7	N8	I1	I2	I3	I4	I5	I6	I7	I8
516	del_mutL	8	0	75	42	7	93	129	17	205	32	2	50	42	8	0	0	38	0	0	0	132	19	0	0	104	0	0	0	33	2	0	0	17	0	0	0
516	del_mutL	8	0	100	70	7	154	190	18	334	44	2	79	53	23	0	0	12	62	48	0	149	79	0	0	25	119	89	0	37	8	0	0	6	29	28	0
516	del_mutL	8	0	150	167	35	128	380	118	277	94	9	68	102	23	8	48	25	98	19	0	252	79	12	89	69	229	44	0	59	8	2	28	11	47	11	0
516	del_mutL	8	0	175	242	72	54	551	205	76	129	27	27	175	48	21	67	1	51	0	0	417	148	53	133	1	80	0	0	90	19	8	39	1	22	0	0
516	del_mutL	8	0	200	265	77	116	578	217	243	138	28	123	198	49	26	67	0	118	0	0	444	149	66	133	1	245	0	0	99	20	9	39	0	121	0	0
516	del_mutL	8	0	225	337	77	165	738	217	299	222	29	93	270	49	26	67	0	167	0	0	604	150	66	133	0	301	0	0	183	20	9	39	0	93	0	0
517	del_srlD	8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	del_srlD	8	-1	22	0	0	32	0	0	15	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	del_srlD	8	-1	50	21	0	56	13	0	56	34	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	del_srlD	8	-1	75	45	0	98	59	0	155	51	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	del_srlD	8	-1	100	111	0	46	204	2	22	80	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	del_srlD	8	-1	150	114	0	104	217	2	126	82	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	del_srlD	8	-1	175	160	0	76	315	12	82	91	1	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	del_srlD	8	-1	200	179	0	89	379	12	70	111	1	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	del_srlD	8	-1	225	192	0	100	421	12	73	151	1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518	del_mutL_araBAD	8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518	del_mutL_araBAD	8	-1	22	0	0	6	0	0	27	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518	del_mutL_araBAD	8	-1	50	5	0	295	16	10	565	14	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518	del_mutL_araBAD	8	-1	75	296	3	6	563	23	16	118	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518	del_mutL_araBAD	8	-1	100	297	6	71	567	28	161	120	2	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518	del_mutL_araBAD	8	-1	150	366	6	24	720	33	58	156	7	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518	del_mutL_araBAD	8	-1	175	374	6	32	757	39	38	169	9	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518	del_mutL_araBAD	8	-1	200	383	13	28	775	43	62	173	12	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518	del_mutL_araBAD	8	-1	225	392	13	37	818	43	91	219	13	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	del_mutL_srlD	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	del_mutL_srlD	8	0	22	0	0	37	0	0	28	0	0	26	0	0	0	0	23	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	9	0	0	0
519	del_mutL_srlD	8	0	50	3	0	113	11	0	205	21	0	108	13	0	0	0	15	65	23	0	10	0	0	0	19	47	129	0	7	0	0	0	2	18	89	0
519	del_mutL_srlD	8	0	75	30	14	120	155	23	136	88	4	55	40	11	9	0	7	51	47	0	150	14	5	1	16	24	101	0	73	2	0	18	2	10	29	0
519	del_mutL_srlD	8	0	100	75	15	90	249	28	61	107	5	39	84	15	9	0	3	65	3	0	244	26	3	1	4	37	15	2	92	4	0	21	2	11	21	0
519	del_mutL_srlD	8	0	150	87	17	114	266	38	134	110	7	48	95	15	12	0	6	53	37	0	262	32	3	1	6	34	99	0	108	5	0	21	3	11	19	0
519	del_mutL_srlD	8	0	175	127	18	103	365	38	77	123	8	41	134	18	12	0	3	79	16	0	364	38	3	1	0	70	17	0	121	8	0	23	0	17	19	0
519	del_mutL_srlD	8	0	200	149	18	139	405	38	153	129	8	137	156	18	12	13	4	71	32	0	403	38	3	13	6	52	77	0	128	8	0	37	2	46	54	0
519	del_mutL_srlD	8	0	225	182	20	114	501	50	79	209	9	81	191	18	14	17	5	71	0	0	502	38	10	17	12	51	0	0	208	8	0	44	1	38	0	0
520	del_araBAD	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
520	del_araBAD	8	0	22	0	0	3	0	0	6	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0
520	del_araBAD	8	0	50	0	0	4	2	2	8	2	0	15	0	0	0	0	2	0	2	0	2	2	0	0	4	0	3	0	2	0	0	0	5	0	8	0
520	del_araBAD	8	0	75	1	0	9	6	5	13	8	1	46	3	0	0	1	0	0	4	0	6	4	0	1	4	0	9	0	9	1	0	0	6	0	39	0
520	del_araBAD	8	0	100	3	0	13	17	5	32	45	1	17	6	0	0	1	6	0	1	0	17	5	0	1	29	0	1	0	49	1	0	0	8	0	5	0
520	del_araBAD	8	0	150	9	0	18	44	8	26	53	1	22	12	0	0	1	2	0	10	0	44	7	0	1	12	0	13	0	57	1	0	0	4	0	16	0
520	del_araBAD	8	0	175	13	0	38	61	12	51	64	2	36	16	0	0	3	9	0	15	0	62	12	0	1	5	0	43	0	67	2	0	2	1	0	32	0
520	del_araBAD	8	0	200	23	4	36	101	17	70	83	3	71	25	4	0	3	5	0	15	0	100	17	0	2	4	0	53	0	86	3	0	9	0	0	48	0
520	del_araBAD	8	0	225	34	9	39	153	17	64	119	3	90	40	4	0	3	5	30	0	0	155	17	0	2	2	58	0	0	133	3	0	10	0	66	0	0
521	del_mutL	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
521	del_mutL	7	1	22	0	0	7	0	0	23	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	12	0	0	0
521	del_mutL	7	1	50	0	2	13	8	11	35	6	2	14	0	0	0	0	15	0	0	0	8	4	0	0	40	0	0	0	6	0	0	0	16	0	0	0
521	del_mutL	7	1	75	5	4	26	24	16	98	11	4	37	8	0	0	0	14	0	0	0	27	5	0	0	39	0	0	0	14	0	0	0	10	0	0	0
521	del_mutL	7	1	100	17	4	21	72	17	68	30	4	25	7	0	0	0	13	0	16	0	28	5	0	0	41	0	62	0	13	0	0	0	12	0	18	0
521	del_mutL	7	1	150	24	4	36	92	17	118	35	4	39	22	0	0	0	13	20	5	0	88	5	0	1	37	63	18	0	29	0	0	0	10	21	7	0
521	del_mutL	7	1	175	39	4	58	156	17	180	51	4	78	42	0	1	1	7	40	9	0	165	5	5	4	22	93	59	0	47	0	1	0	9	51	23	0
521	del_mutL	7	1	200	47	6	79	239	18	197	91	6	107	53	2	10	2	5	60	0	0	254	6	30	11	21	132	0	0	92	1	5	3	8	95	0	0
522	del_srlD	8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522	del_srlD	8	-1	22	0	0	34	0	0	14	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522	del_srlD	8	-1	50	2	0	46	2	0	22	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522	del_srlD	8	-1	75	13	0	41	10	3	18	6	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522	del_srlD	8	-1	100	20	0	50	14	8	21	28	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522	del_srlD	8	-1	150	18	0	72	21	8	50	32	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522	del_srlD	8	-1	175	24	0	83	44	12	72	40	1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522	del_srlD	8	-1	200	28	0	118	81	15	110	51	1	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522	del_srlD	8	-1	225	61	0	92	154	15	82	103	1	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
523	del_mutL_araBAD	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
523	del_mutL_araBAD	8	0	22	0	0	27	0	0	67	0	0	19	0	0	0	0	25	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	18	0	0	0
523	del_mutL_araBAD	8	0	50	24	0	23	54	2	76	14	0	22	23	0	0	0	21	0	0	0	55	2	0	0	74	0	0	0	14	0	0	0	20	0	0	0
523	del_mutL_araBAD	8	0	75	38	1	179	108	12	329	28	0	56	38	2	0	0	127	0	0	0	110	16	0	0	210	0	0	0	28	2	0	0	41	0	0	0
523	del_mutL_araBAD	8	0	100	205	7	16	419	18	40	76	3	12	158	9	0	0	1	10	0	0	312	24	0	0	2	29	0	0	67	4	0	0	1	7	0	0
523	del_mutL_araBAD	8	0	150	211	11	45	447	24	72	80	6	15	163	10	1	0	0	55	0	0	338	26	0	0	1	94	0	0	70	5	0	0	2	18	0	0
523	del_mutL_araBAD	8	0	175	249	12	26	501	39	40	86	10	25	213	10	2	0	0	29	0	0	418	27	12	0	0	39	0	0	82	7	3	0	0	24	0	0
523	del_mutL_araBAD	8	0	200	254	12	60	523	39	149	96	10	94	218	10	2	0	0	61	0	0	440	27	12	0	0	148	0	0	92	7	3	0	0	94	0	0
523	del_mutL_araBAD	8	0	225	284	12	53	635	39	94	160	10	60	247	10	2	0	0	90	0	0	551	27	12	0	0	178	0	0	156	7	3	0	0	64	0	0
524	wt	7	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524	wt	7	-1	50	0	0	6	0	0	16	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524	wt	7	-1	75	5	0	1	10	2	5	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524	wt	7	-1	100	5	0	17	10	3	33	2	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524	wt	7	-1	150	20	0	2	39	3	8	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524	wt	7	-1	175	20	1	36	39	10	111	10	1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524	wt	7	-1	200	40	1	34	139	10	73	65	1	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524	wt	7	-1	225	54	1	29	193	10	82	103	1	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
